Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
d3LZf0,Galina,Almeida,Female,87,China,Lissadell Airport,AU,Australia,OC,Oceania,8/6/2022,LLL,Galina Almeida,Delayed
xeK7iR,Derwin,Jezzard,Male,29,Lithuania,Lambarene Airport,GA,Gabon,AF,Africa,4/12/2022,LBQ,Derwin Jezzard,Cancelled
N7DLfQ,Jermaine,Escott,Male,90,Portugal,Northeast Alabama Regional Airport,US,United States,NAM,North America,7/15/2022,GAD,Jermaine Escott,Delayed
tEPLJa,Jeanne,Moncreif,Female,71,Benin,Tarko-Sale Airport,RU,Russian Federation,AS,Asia,7/16/2022,TQL,Jeanne Moncreif,On Time
AadZEp,Mordecai,Regus,Male,4,China,Miramichi Airport,CA,Canada,NAM,North America,9/2/2022,YCH,Mordecai Regus,Cancelled
JCU3th,Kingsly,Micco,Male,89,Ireland,Sarzana-Luni Air Base,IT,Italy,EU,Europe,9/24/2022,QLP,Kingsly Micco,Cancelled
As7NGT,Lydia,Rathbourne,Female,7,Brazil,Moranbah Airport,AU,Australia,OC,Oceania,8/16/2022,MOV,Lydia Rathbourne,On Time
ADfNJA,Clayborn,Sneller,Male,3,Indonesia,Eastern WV Regional Airport/Shepherd Field,US,United States,NAM,North America,12/3/2022,MRB,Clayborn Sneller,On Time
7YVmmV,Claudina,Grane,Female,36,Japan,Cururupu Airport,BR,Brazil,SAM,South America,3/5/2022,CPU,Claudina Grane,On Time
NCpexU,Butch,Shakelade,Male,81,Uruguay,Provideniya Bay Airport,RU,Russian Federation,EU,Europe,7/10/2022,PVS,Butch Shakelade,On Time
WtkmGG,Risa,Elce,Female,27,Indonesia,Nakashibetsu Airport,JP,Japan,AS,Asia,11/25/2022,SHB,Risa Elce,On Time
Z2Pank,Suki,McVie,Female,82,Peru,Siglufjörður Airport,IS,Iceland,EU,Europe,3/3/2022,SIJ,Suki McVie,On Time
TKVbha,Claudian,Whytock,Male,19,Uzbekistan,Shanghai Hongqiao International Airport,CN,China,AS,Asia,10/17/2022,SHA,Claudian Whytock,Cancelled
1QUTSM,Fallon,Inchley,Female,44,China,Gustavo Artunduaga Paredes Airport,CO,Colombia,SAM,South America,8/13/2022,FLA,Fallon Inchley,Cancelled
y5E9QR,Phelia,Feben,Female,55,Palestinian Territory,Ruby Airport,US,United States,NAM,North America,3/9/2022,RBY,Phelia Feben,Delayed
uyueRs,Borden,Cartmael,Male,31,Poland,Dongshan Airport,CN,China,AS,Asia,2/27/2022,HLD,Borden Cartmael,On Time
JI0IHR,Paten,Bonfield,Male,87,China,Goulburn Airport,AU,Australia,OC,Oceania,1/28/2022,GUL,Paten Bonfield,Delayed
RWqcMj,Bibi,Corbridge,Female,78,China,Shark Bay Airport,AU,Australia,OC,Oceania,9/17/2022,MJK,Bibi Corbridge,Cancelled
cZo5F2,Pet,Izachik,Female,44,China,Rimouski Airport,CA,Canada,NAM,North America,11/10/2022,YXK,Pet Izachik,On Time
KqxXim,Alexandro,Curwood,Male,15,Russia,Hongyuan Airport,CN,China,AS,Asia,2/21/2022,AHJ,Alexandro Curwood,Cancelled
2PNctg,Ermina,Ells,Female,16,Indonesia,Capitan Nicolas Rojas Airport,BO,"Bolivia, Plurinational State of",SAM,South America,3/30/2022,POI,Ermina Ells,Cancelled
L0UBb1,Rikki,Blaszczyk,Female,12,China,Viña del mar Airport,CL,Chile,SAM,South America,8/3/2022,KNA,Rikki Blaszczyk,On Time
4iEjq7,Annelise,Kinnar,Female,12,Slovenia,Aksu Airport,CN,China,AS,Asia,10/3/2022,AKU,Annelise Kinnar,Cancelled
2oJyva,Allis,Cale,Female,84,Spain,Cardiff International Airport,GB,United Kingdom,EU,Europe,10/30/2022,CWL,Allis Cale,Cancelled
iDVDFr,Adey,Treamayne,Female,7,Malaysia,Valdez Pioneer Field,US,United States,NAM,North America,3/1/2022,VDZ,Adey Treamayne,Cancelled
Gnxhzq,Nathalie,Bilam,Female,48,Belarus,Ryan's Creek Aerodrome,NZ,New Zealand,OC,Oceania,9/18/2022,SZS,Nathalie Bilam,Delayed
EYQwrW,Harmony,Gow,Female,7,Canada,Bromont (Roland Desourdy) Airport,CA,Canada,NAM,North America,9/10/2022,ZBM,Harmony Gow,Cancelled
riyI2j,Glen,Hearthfield,Male,6,Indonesia,North Island Naval Air Station-Halsey Field,US,United States,NAM,North America,10/24/2022,NZY,Glen Hearthfield,Cancelled
dCu9Li,Rina,Pitrollo,Female,81,China,Dimapur Airport,IN,India,AS,Asia,10/29/2022,DMU,Rina Pitrollo,Delayed
bO15vR,Reyna,Beckinsale,Female,82,Sierra Leone,Mariana Grajales Airport,CU,Cuba,NAM,North America,2/24/2022,GAO,Reyna Beckinsale,On Time
ljKGOg,Tessa,Bladge,Female,82,Brazil,Idaho Falls Regional Airport,US,United States,NAM,North America,7/27/2022,IDA,Tessa Bladge,Cancelled
vCZ2HD,Lowell,Benedit,Male,87,China,Vista Field,US,United States,NAM,North America,4/14/2022,VSK,Lowell Benedit,Delayed
2jtnEk,Joyce,Bridgman,Female,73,Macedonia,Tenente Lund Pressoto Airport,BR,Brazil,SAM,South America,4/27/2022,FRC,Joyce Bridgman,Delayed
NVclTK,Stanton,Pitrelli,Male,52,Philippines,Federico Garcia Lorca Airport,ES,Spain,EU,Europe,6/18/2022,GRX,Stanton Pitrelli,Delayed
nwj7KY,Kristo,Cobbin,Male,51,Brazil,Capitan FAP Carlos Martinez De Pinillos International Airport,PE,Peru,SAM,South America,8/10/2022,TRU,Kristo Cobbin,Cancelled
4whJ9j,Reggy,Rysom,Male,39,Indonesia,Deer Lake Airport,CA,Canada,NAM,North America,12/9/2022,YDF,Reggy Rysom,Delayed
Z5m811,Francyne,Shalcros,Female,49,China,Cruz Bay Seaplane Base,VI,"Virgin Islands, U.S.",NAM,North America,6/2/2022,SJF,Francyne Shalcros,Cancelled
Ua0i2K,Normy,Dome,Male,42,Honduras,Williamsport Regional Airport,US,United States,NAM,North America,2/21/2022,IPT,Normy Dome,Cancelled
ysRNXw,Bab,Ashby,Female,34,South Africa,Wollongong Airport,AU,Australia,OC,Oceania,11/28/2022,WOL,Bab Ashby,On Time
vcpsrj,Kale,Dunniom,Male,9,Brazil,Paranaguá Airport,BR,Brazil,SAM,South America,7/22/2022,PNG,Kale Dunniom,Delayed
63gA3h,Constantino,Message,Male,11,Moldova,Mukah Airport,MY,Malaysia,AS,Asia,2/4/2022,MKM,Constantino Message,On Time
EyOEvT,Cy,Mannagh,Male,54,Switzerland,Doris Lake,CA,Canada,NAM,North America,8/6/2022,JOJ,Cy Mannagh,Delayed
fZhPqR,Valdemar,Whate,Male,90,Brazil,Northeast Florida Regional Airport,US,United States,NAM,North America,10/9/2022,UST,Valdemar Whate,On Time
FmbrkE,Dinny,Soppit,Female,21,Nepal,Lae Island Airport,MH,Marshall Islands,OC,Oceania,5/8/2022,LML,Dinny Soppit,On Time
p1OAw2,Eldin,Manhood,Male,87,France,Norman Manley International Airport,JM,Jamaica,NAM,North America,6/23/2022,KIN,Eldin Manhood,Cancelled
g8unD1,Cleon,De Maine,Male,31,Belgium,28 de Noviembre Airport,AR,Argentina,SAM,South America,8/19/2022,RYO,Cleon De Maine,Delayed
Z1STt8,Kelwin,Dorward,Male,82,Argentina,Duncan Town Airport,BS,Bahamas,NAM,North America,5/26/2022,DCT,Kelwin Dorward,On Time
u2JfYk,Giraud,Harlin,Male,29,China,Gerrard Smith International Airport,KY,Cayman Islands,NAM,North America,11/2/2022,CYB,Giraud Harlin,On Time
XEsBZ6,Prescott,Vondruska,Male,41,Thailand,Moises R. Espinosa Airport,PH,Philippines,AS,Asia,3/12/2022,MBT,Prescott Vondruska,Delayed
hYmyE8,Alla,Peniman,Female,62,China,Yeniseysk Airport,RU,Russian Federation,AS,Asia,12/12/2022,EIE,Alla Peniman,Cancelled
EdCdWY,Arturo,Bonsale,Male,42,Indonesia,Arad International Airport,RO,Romania,EU,Europe,8/11/2022,ARW,Arturo Bonsale,On Time
U6AMCP,Carlen,Dives,Female,85,Colombia,Chandalar Lake Airport,US,United States,NAM,North America,4/27/2022,WCR,Carlen Dives,Cancelled
mhSUVI,Oswell,Giercke,Male,29,Indonesia,Bisbee Douglas International Airport,US,United States,NAM,North America,2/27/2022,DUG,Oswell Giercke,On Time
REozih,Ariel,Merrill,Male,50,Iraq,Ontario International Airport,US,United States,NAM,North America,11/8/2022,ONT,Ariel Merrill,Delayed
Pf3WP9,Carol,Horry,Female,10,China,Ralph C Weiser Field,US,United States,NAM,North America,6/9/2022,AGO,Carol Horry,On Time
R2fay6,Erminie,Ipgrave,Female,48,Spain,Yinchuan Hedong International Airport,CN,China,AS,Asia,3/23/2022,INC,Erminie Ipgrave,Delayed
rj6MJ6,Carlyle,Gallagher,Male,73,Sweden,Central Illinois Regional Airport at Bloomington-Normal,US,United States,NAM,North America,9/3/2022,BMI,Carlyle Gallagher,On Time
IMX2L3,Frederica,Joselovitch,Female,60,Indonesia,Totness Airport,SR,Suriname,SAM,South America,8/1/2022,TOT,Frederica Joselovitch,On Time
a5ksag,Toni,Aiston,Female,74,Finland,Muskrat Dam Airport,CA,Canada,NAM,North America,6/13/2022,MSA,Toni Aiston,On Time
IRZClL,Perrine,Danton,Female,8,Indonesia,Wausau Downtown Airport,US,United States,NAM,North America,6/4/2022,AUW,Perrine Danton,Delayed
6P6kyL,Dominga,Denys,Female,35,Ukraine,Saumlaki/Olilit Airport,ID,Indonesia,AS,Asia,10/25/2022,SXK,Dominga Denys,On Time
gASI2b,Fleurette,Kenford,Female,16,Portugal,Twentynine Palms Airport,US,United States,NAM,North America,10/26/2022,TNP,Fleurette Kenford,Cancelled
4jadzD,Bryce,De Moreno,Male,12,Chile,Kiwayu Airport,KE,Kenya,AF,Africa,9/1/2022,KWY,Bryce De Moreno,Delayed
mujlut,Pavla,Matz,Female,2,Ukraine,Nuku Airport,PG,Papua New Guinea,OC,Oceania,7/8/2022,UKU,Pavla Matz,On Time
18Cekh,Abe,Santos,Male,40,Croatia,Vila Bela da Santíssima Trindade Airport,BR,Brazil,SAM,South America,5/5/2022,MTG,Abe Santos,Cancelled
I1qyGs,Randy,Greystock,Female,27,China,Palacios Municipal Airport,US,United States,NAM,North America,5/26/2022,PSX,Randy Greystock,Delayed
hD7mfv,Isador,Grist,Male,66,Portugal,Kaili Airport,CN,China,AS,Asia,9/17/2022,KJH,Isador Grist,On Time
EyVcfa,Brendan,Bockh,Male,5,Yemen,Playón Chico Airport,PA,Panama,NAM,North America,9/15/2022,PYC,Brendan Bockh,Cancelled
gSvBJh,Rustin,Dilrew,Male,49,Uganda,Helmuth Baungarten Airport,BR,Brazil,SAM,South America,5/12/2022,LOI,Rustin Dilrew,On Time
xPBtVg,Ammamaria,Gladdin,Female,4,Azerbaijan,Sesheke Airport,ZM,Zambia,AF,Africa,2/4/2022,SJQ,Ammamaria Gladdin,Cancelled
VfAZbk,Keen,Gleeson,Male,62,China,Delissaville Airport,AU,Australia,OC,Oceania,10/30/2022,DLV,Keen Gleeson,Cancelled
6Qb2w2,Francklin,Witheridge,Male,56,Syria,Tocumwal Airport,AU,Australia,OC,Oceania,10/19/2022,TCW,Francklin Witheridge,Cancelled
7DFy3v,Nathanael,Brockest,Male,3,Portugal,Rochester Airport,GB,United Kingdom,EU,Europe,8/1/2022,RCS,Nathanael Brockest,On Time
sCs3bs,Dara,Frere,Female,73,Indonesia,Uru Harbour Airport,SB,Solomon Islands,OC,Oceania,1/4/2022,ATD,Dara Frere,On Time
BvGnN7,Bartholemy,Reuther,Male,70,Philippines,Luis Munoz Marin International Airport,PR,Puerto Rico,NAM,North America,4/10/2022,SJU,Bartholemy Reuther,Cancelled
5RS1O3,Arnie,Kite,Male,63,Indonesia,Sua Pan Airport,BW,Botswana,AF,Africa,9/16/2022,SXN,Arnie Kite,On Time
xXXiHF,Candie,Spybey,Female,67,China,Herrera Airport,DO,Dominican Republic,NAM,North America,7/20/2022,HEX,Candie Spybey,Cancelled
PP1gBl,Minda,Gault,Female,86,China,Hihifo Airport,WF,Wallis and Futuna,OC,Oceania,1/22/2022,WLS,Minda Gault,Cancelled
oMMFOl,Aileen,Olyff,Female,48,Brazil,Carurú Airport,CO,Colombia,SAM,South America,5/8/2022,CUO,Aileen Olyff,On Time
4A1RW3,Yetta,Janout,Female,85,Philippines,Great Bear Lake Airport,CA,Canada,NAM,North America,6/14/2022,DAS,Yetta Janout,On Time
STCxLL,Stanislas,Tesauro,Male,10,Kazakhstan,Jardines Del Rey Airport,CU,Cuba,NAM,North America,2/19/2022,CCC,Stanislas Tesauro,Cancelled
66UOXN,Robenia,Troth,Female,49,Peru,Enfidha - Hammamet International Airport,TN,Tunisia,AF,Africa,8/8/2022,NBE,Robenia Troth,On Time
Y2VCjl,Marjie,Newbigging,Female,39,Vietnam,Menara Airport,MA,Morocco,AF,Africa,9/13/2022,RAK,Marjie Newbigging,Cancelled
69eDKE,Alexandro,Christiensen,Male,46,United States,Nambucca Heads Airport,AU,Australia,OC,Oceania,4/13/2022,NBH,Alexandro Christiensen,On Time
oQYt1Y,Nickolas,Raynham,Male,41,China,Wiseman Airport,US,United States,NAM,North America,1/31/2022,WSM,Nickolas Raynham,Delayed
cc1iuh,Burlie,Johnstone,Male,45,East Timor,Prince Mangosuthu Buthelezi Airport,ZA,South Africa,AF,Africa,2/14/2022,ULD,Burlie Johnstone,Delayed
ilWlNE,Glenine,Southby,Female,48,Netherlands,Wichita Eisenhower National Airport,US,United States,NAM,North America,10/18/2022,ICT,Glenine Southby,Cancelled
mZGTSQ,Morley,Metham,Male,22,Japan,La Tuque Airport,CA,Canada,NAM,North America,2/11/2022,YLQ,Morley Metham,Cancelled
J56eaX,Griffin,Farrent,Male,26,Armenia,Yibin Caiba Airport,CN,China,AS,Asia,12/28/2022,YBP,Griffin Farrent,On Time
avfFnG,Stearne,Arrundale,Male,79,Colombia,Coban Airport,GT,Guatemala,NAM,North America,4/9/2022,CBV,Stearne Arrundale,Cancelled
lVVLI3,Colver,O'Loughlin,Male,29,China,Noonkanbah Airport,AU,Australia,OC,Oceania,12/28/2022,NKB,Colver O'Loughlin,On Time
XK8CZE,Merilee,Boothroyd,Female,83,Greece,Zhob Airport,PK,Pakistan,AS,Asia,1/19/2022,PZH,Merilee Boothroyd,Cancelled
PP8FV6,Edouard,Coope,Male,10,Marshall Islands,Tumolbil Airport,PG,Papua New Guinea,OC,Oceania,3/1/2022,TLP,Edouard Coope,Delayed
FzQTHu,Marcellina,Wealthall,Female,16,Georgia,Konya Airport,TR,Turkey,AS,Asia,10/17/2022,KYA,Marcellina Wealthall,Delayed
1qzOhG,Albertina,Twiname,Female,16,Poland,Sármellék International Airport,HU,Hungary,EU,Europe,4/22/2022,SOB,Albertina Twiname,Delayed
MQtUGG,Steffie,Vicker,Female,70,Philippines,St Jean Airport,CA,Canada,NAM,North America,8/9/2022,YJN,Steffie Vicker,On Time
zDUgpC,Lamar,Tebbet,Male,53,Serbia,La Ronge Airport,CA,Canada,NAM,North America,12/5/2022,YVC,Lamar Tebbet,Cancelled
mDr6FP,Shell,Calderhead,Female,4,Ukraine,Wollongong Airport,AU,Australia,OC,Oceania,3/23/2022,WOL,Shell Calderhead,Delayed
OUClrJ,Robin,Burris,Female,39,Russia,St Louis Regional Airport,US,United States,NAM,North America,10/10/2022,ALN,Robin Burris,Delayed
FRF9sE,Rawley,Bowmen,Male,23,China,Haivaro Airport,PG,Papua New Guinea,OC,Oceania,11/23/2022,HIT,Rawley Bowmen,Delayed
joecv7,Irma,Stutely,Female,64,Gabon,Mélio Viana Airport,BR,Brazil,SAM,South America,8/9/2022,QID,Irma Stutely,On Time
XoA6Z1,Annora,Carmichael,Female,44,Kazakhstan,San Nicolas De Bari Airport,CU,Cuba,NAM,North America,3/20/2022,QSN,Annora Carmichael,Delayed
W6Q1QZ,Katey,Bew,Female,60,China,Newark Liberty International Airport,US,United States,NAM,North America,4/13/2022,EWR,Katey Bew,On Time
ljZV4N,Heinrik,Hemphrey,Male,81,Thailand,Waterbury Oxford Airport,US,United States,NAM,North America,9/25/2022,OXC,Heinrik Hemphrey,On Time
m6kvQh,Chilton,Easterling,Male,79,China,RAF Bentwaters,GB,United Kingdom,EU,Europe,2/24/2022,BWY,Chilton Easterling,Delayed
SDIlxU,Rafa,Stelfax,Female,73,New Caledonia,Hassi R'Mel Airport,DZ,Algeria,AF,Africa,9/16/2022,HRM,Rafa Stelfax,Cancelled
usnzLP,Raul,Mantha,Male,90,Argentina,Sado Airport,JP,Japan,AS,Asia,9/12/2022,SDS,Raul Mantha,Delayed
dTEj4K,Erena,Driffe,Female,47,South Africa,Tissa Tank Waterdrome,LK,Sri Lanka,AS,Asia,6/20/2022,TTW,Erena Driffe,Delayed
wuBxIs,Johnnie,Trewman,Male,88,Finland,Anthony Municipal Airport,US,United States,NAM,North America,4/25/2022,ANY,Johnnie Trewman,Cancelled
9eUeb2,Tripp,Docksey,Male,45,Indonesia,Bellona/Anua Airport,SB,Solomon Islands,OC,Oceania,1/10/2022,BNY,Tripp Docksey,Delayed
pCbB9d,Jeni,Becker,Female,62,Indonesia,Espinosa Airport,BR,Brazil,SAM,South America,7/31/2022,ESI,Jeni Becker,On Time
0UhAtm,Freddy,Rides,Male,49,Philippines,Tonghua Sanyuanpu Airport,CN,China,AS,Asia,10/14/2022,TNH,Freddy Rides,On Time
GggMv5,Petunia,Hanbury-Brown,Female,34,China,Shute Harbour Airport,AU,Australia,OC,Oceania,9/25/2022,JHQ,Petunia Hanbury-Brown,Cancelled
rrS7W8,Claribel,Backshall,Female,42,France,Aleknagik / New Airport,US,United States,NAM,North America,7/10/2022,WKK,Claribel Backshall,Cancelled
abSXSM,Stephen,Tettley,Male,57,China,Capurganá Airport,CO,Colombia,SAM,South America,9/21/2022,CPB,Stephen Tettley,Cancelled
UFpg9h,Moses,Walding,Male,56,China,Charlotte Amalie Harbor Seaplane Base,VI,"Virgin Islands, U.S.",NAM,North America,1/15/2022,SPB,Moses Walding,On Time
JTbXtH,Isaiah,St Pierre,Male,54,Russia,Mwadui Airport,TZ,"Tanzania, United Republic of",AF,Africa,5/31/2022,MWN,Isaiah St Pierre,Delayed
6lSPBF,Darcee,Bilbee,Female,54,Canada,Cruzeiro do Sul Airport,BR,Brazil,SAM,South America,12/20/2022,CZS,Darcee Bilbee,On Time
Zvr806,Brinn,Crankhorn,Female,31,Indonesia,Kirovsk-Apatity Airport,RU,Russian Federation,EU,Europe,11/23/2022,KVK,Brinn Crankhorn,On Time
ZjJgfw,Shanta,Learmond,Female,61,Philippines,Cheikh Larbi Tébessi Airport,DZ,Algeria,AF,Africa,9/18/2022,TEE,Shanta Learmond,Delayed
RrTdJK,Nonna,Lownsbrough,Female,56,Russia,Ljubljana Jože Pučnik Airport,SI,Slovenia,EU,Europe,12/7/2022,LJU,Nonna Lownsbrough,On Time
sIH43d,Giovanna,McKinley,Female,69,France,Land's End Airport,GB,United Kingdom,EU,Europe,2/15/2022,LEQ,Giovanna McKinley,Cancelled
iGivGa,D'arcy,Carratt,Male,39,Indonesia,Ivanof Bay Seaplane Base,US,United States,NAM,North America,9/30/2022,KIB,D'arcy Carratt,Cancelled
DJU46z,Clementina,Bernardeschi,Female,37,Yemen,Guriaso (Keraso) Airport,PG,Papua New Guinea,OC,Oceania,1/8/2022,GUE,Clementina Bernardeschi,On Time
L8HdTO,Batsheva,Baynes,Female,9,China,St. Anthony Airport,CA,Canada,NAM,North America,12/26/2022,YAY,Batsheva Baynes,Cancelled
sxwMX0,Gabriello,Ellerington,Male,19,Indonesia,Patuxent River Naval Air Station (Trapnell Field),US,United States,NAM,North America,7/20/2022,NHK,Gabriello Ellerington,Delayed
wlfgVY,Granthem,Ghion,Male,17,China,Maitland Airport,AU,Australia,OC,Oceania,11/5/2022,MTL,Granthem Ghion,Delayed
eUI0yM,Filmore,Faich,Male,76,Nigeria,Manitouwadge Airport,CA,Canada,NAM,North America,5/3/2022,YMG,Filmore Faich,Cancelled
9i973T,Joice,Chadbourne,Female,51,Peru,Adıyaman Airport,TR,Turkey,AS,Asia,8/30/2022,ADF,Joice Chadbourne,Delayed
HXoWFx,Lief,Deaton,Male,81,Argentina,Anderson Regional Airport,US,United States,NAM,North America,10/24/2022,AND,Lief Deaton,On Time
xQO9jo,Ephrem,Challoner,Male,62,Yemen,Orán Airport,AR,Argentina,SAM,South America,11/8/2022,ORA,Ephrem Challoner,On Time
33MTLm,Stacee,Dulson,Male,88,Philippines,Cortland County Chase Field,US,United States,NAM,North America,6/26/2022,CTX,Stacee Dulson,On Time
FotMUg,Channa,Aphale,Female,19,Canada,Jam Airport,IR,"Iran, Islamic Republic of",AS,Asia,5/26/2022,KNR,Channa Aphale,On Time
ob1cr3,Lon,Doogue,Male,29,Russia,Satwag Airport,PG,Papua New Guinea,OC,Oceania,9/16/2022,SWG,Lon Doogue,Delayed
uoyxh7,Rex,Jowsey,Male,11,South Korea,Burg Feuerstein Airport,DE,Germany,EU,Europe,4/20/2022,URD,Rex Jowsey,Delayed
L49UDI,Neall,Zamudio,Male,90,Czech Republic,Sandstone Airport,AU,Australia,OC,Oceania,12/15/2022,NDS,Neall Zamudio,Cancelled
sddYT9,Mace,Glashby,Male,28,Belarus,Merowe New Airport,SD,Sudan,AF,Africa,4/10/2022,MWE,Mace Glashby,Cancelled
J0jCNJ,Brett,Levecque,Male,60,Croatia,Dalanzadgad Airport,MN,Mongolia,AS,Asia,9/16/2022,DLZ,Brett Levecque,On Time
Ex6YCb,Sharline,Tape,Female,76,Kazakhstan,Zhoushuizi Airport,CN,China,AS,Asia,3/17/2022,DLC,Sharline Tape,Delayed
GVSkmF,Darrel,Diaper,Male,75,Portugal,Zhytomyr Airport,UA,Ukraine,EU,Europe,7/15/2022,ZTR,Darrel Diaper,Delayed
of4Q6P,Peggie,Stone,Female,11,China,Santa Maria Airport,BR,Brazil,SAM,South America,5/12/2022,AJU,Peggie Stone,Delayed
dcsdwa,Saw,Osorio,Male,40,China,Likiep Airport,MH,Marshall Islands,OC,Oceania,8/16/2022,LIK,Saw Osorio,On Time
toRBLN,Kacey,Tilford,Female,69,Poland,Khatgal Airport,MN,Mongolia,AS,Asia,4/11/2022,HTM,Kacey Tilford,On Time
t8yFp3,Luke,Gottelier,Male,89,Philippines,Western Neb. Rgnl/William B. Heilig Airport,US,United States,NAM,North America,1/9/2022,BFF,Luke Gottelier,On Time
QRtFcR,Alleyn,Facer,Male,65,China,Indiana County/Jimmy Stewart Fld/ Airport,US,United States,NAM,North America,2/12/2022,IDI,Alleyn Facer,On Time
mcV9Gl,Cele,Baiden,Female,17,Poland,Dong Tac Airport,VN,Viet Nam,AS,Asia,11/29/2022,TBB,Cele Baiden,Cancelled
W9bjuk,Rene,Mort,Male,68,Ukraine,Willoughby Lost Nation Municipal Airport,US,United States,NAM,North America,7/21/2022,LNN,Rene Mort,On Time
x50zPC,Newton,Minchinden,Male,77,Japan,Vista Field,US,United States,NAM,North America,6/29/2022,VSK,Newton Minchinden,On Time
smEhqt,Franklin,Bentham3,Male,10,Sweden,Palm Springs International Airport,US,United States,NAM,North America,6/2/2022,PSP,Franklin Bentham3,Delayed
5giuMa,Allyn,Waliszewski,Male,84,Serbia,Bimin Airport,PG,Papua New Guinea,OC,Oceania,8/22/2022,BIZ,Allyn Waliszewski,On Time
Ehesx2,Angel,Pettko,Male,22,China,Northeast Ohio Regional Airport,US,United States,NAM,North America,12/11/2022,JFN,Angel Pettko,Delayed
vcJf7b,Clevie,Baynon,Male,80,France,Gage Airport,US,United States,NAM,North America,6/18/2022,GAG,Clevie Baynon,On Time
eM3iQN,Wallis,Wones,Male,14,Indonesia,Senggo Airport,ID,Indonesia,AS,Asia,8/18/2022,ZEG,Wallis Wones,Delayed
irS0kG,Allyce,Rouby,Female,77,Portugal,Ahwaz Airport,IR,"Iran, Islamic Republic of",AS,Asia,9/21/2022,AWZ,Allyce Rouby,Delayed
IUIhgk,Evelina,MacDaid,Female,2,China,Plymouth City Airport,GB,United Kingdom,EU,Europe,11/26/2022,PLH,Evelina MacDaid,Cancelled
F87LSg,Deedee,Gratten,Female,51,Poland,Ouvéa Airport,NC,New Caledonia,OC,Oceania,4/5/2022,UVE,Deedee Gratten,Cancelled
LUhT9W,Abbye,Darville,Female,55,Brazil,Pangoa Airport,PG,Papua New Guinea,OC,Oceania,4/28/2022,PGB,Abbye Darville,Cancelled
Q9oBhG,Lesley,Statefield,Male,49,Indonesia,Kaufana Airport,TO,Tonga,OC,Oceania,7/2/2022,EUA,Lesley Statefield,On Time
hkXTye,Maitilde,Bridgstock,Female,15,Indonesia,Barranca De Upia Airport,CO,Colombia,SAM,South America,5/19/2022,BAC,Maitilde Bridgstock,Delayed
yLXAyX,Larissa,Clemenzo,Female,5,Vietnam,RAF Cottesmore,GB,United Kingdom,EU,Europe,6/1/2022,OKH,Larissa Clemenzo,Delayed
JE4pMN,Matilde,Mouatt,Female,16,France,Aguas Claras Airport,CO,Colombia,SAM,South America,2/8/2022,OCV,Matilde Mouatt,On Time
CHbFZs,Jori,Baignard,Female,56,France,En Nahud Airport,SD,Sudan,AF,Africa,5/9/2022,NUD,Jori Baignard,On Time
SeFWWL,Ring,Faughny,Male,43,Philippines,Long Island Airport,PG,Papua New Guinea,OC,Oceania,11/24/2022,LSJ,Ring Faughny,Cancelled
nLCaZ6,Kalina,Mathen,Female,33,Central African Republic,Köthen Airport,DE,Germany,EU,Europe,1/27/2022,KOQ,Kalina Mathen,Delayed
3ggxQN,Marisa,Howse,Female,7,United States,Belmonte Airport,BR,Brazil,SAM,South America,8/29/2022,BVM,Marisa Howse,On Time
GdZl64,Kit,Constance,Male,10,China,Nzagi Airport,AO,Angola,AF,Africa,1/19/2022,NZA,Kit Constance,On Time
T9EB5E,Sargent,Renachowski,Male,56,China,La Baule-Escoublac Airport,FR,France,EU,Europe,12/15/2022,LBY,Sargent Renachowski,On Time
40DzY7,Hewitt,Oakwood,Male,71,Peru,Hope Vale Airport,AU,Australia,OC,Oceania,9/17/2022,HPE,Hewitt Oakwood,On Time
xVNeER,Fernandina,Caress,Female,78,South Africa,Rocky Mountain House Airport,CA,Canada,NAM,North America,7/25/2022,YRM,Fernandina Caress,Cancelled
KSsj8m,Omero,Peoples,Male,59,Sweden,Nellis Air Force Base,US,United States,NAM,North America,5/20/2022,LSV,Omero Peoples,Delayed
QsSBn3,Elspeth,Kinzett,Female,49,Indonesia,Pu'er Simao Airport,CN,China,AS,Asia,1/17/2022,SYM,Elspeth Kinzett,On Time
sQ47lt,Virge,Tyt,Male,62,Indonesia,Ministro Victor Konder International Airport,BR,Brazil,SAM,South America,6/17/2022,NVT,Virge Tyt,On Time
KyocF1,Abram,Riddlesden,Male,36,Finland,Deputatskiy Airport,RU,Russian Federation,EU,Europe,4/12/2022,DPT,Abram Riddlesden,Cancelled
tHkpdf,Welbie,Baldwin,Male,9,China,El Encanto Airport,CO,Colombia,SAM,South America,7/12/2022,ECO,Welbie Baldwin,On Time
GaNXLU,Harper,Vlasov,Male,41,Indonesia,Seymour Johnson Air Force Base,US,United States,NAM,North America,5/16/2022,GSB,Harper Vlasov,Cancelled
OtUAcJ,Fitz,Harkus,Male,24,Peru,Westerland Sylt Airport,DE,Germany,EU,Europe,2/28/2022,GWT,Fitz Harkus,Delayed
h3V1Iu,Cletus,Achromov,Male,51,Poland,Minot Air Force Base,US,United States,NAM,North America,12/23/2022,MIB,Cletus Achromov,Cancelled
